,filename,folder,octTags0,octTags1,octTags2,octTags3,octTags4,all_label,fundus_image_qualified,fundus_image_unqualified,fi_unqualified_disc-position,fi_unqualified_macular-position,fi_unqualified_focus-clearness,fi_unqualified_readable-range,fi_unqualified_others,path,exists
1493,86161162-20170526-R_170526135222906_120.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,,,,fundus_image_unqualifiedfi_unqualified_readable-rangenannannan,0,1,0,0,0,1,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86161162-20170526-R_170526135222906_120.png,TRUE
1094,1301007-20140317-R_140318144439968._090.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_readable-rangefi_unqualified_othersnannan,0,1,0,0,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301007-20140317-R_140318144439968._090.png,TRUE
2194,86184301-20190725-L_1.2.276.0.75.2.1.20.0.3.190725135439312.1076358.23079_189.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_readable-rangefi_unqualified_othersnannan,0,1,0,0,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86184301-20190725-L_1.2.276.0.75.2.1.20.0.3.190725135439312.1076358.23079_189.png,TRUE
2486,1301043-20161216-R_161216143640453._014.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301043-20161216-R_161216143640453._014.png,TRUE
1802,22364-20170303-L_170303094311968.10_139.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/22364-20170303-L_170303094311968.10_139.png,TRUE
2214,18140038-20191118-L_191118141434078.1076358.12989_147.jpg,xux,fundus_image_unqualified,fi_unqualified_disc-position,,,,fundus_image_unqualifiedfi_unqualified_disc-positionnannannan,0,1,1,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/18140038-20191118-L_191118141434078.1076358.12989_147.png,TRUE
797,15092108-20191126-R_191126151422899.1215738.8046_077.jpg,xux,fundus_image_unqualified,fi_unqualified_disc-position,fi_unqualified_macular-position,fi_unqualified_others,,fundus_image_unqualifiedfi_unqualified_disc-positionfi_unqualified_macular-positionfi_unqualified_othersnan,0,1,1,1,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/15092108-20191126-R_191126151422899.1215738.8046_077.png,TRUE
385,15091883-20191128-R_191128151511359.1076358.21408_075.jpg,xux,fundus_image_unqualified,fi_unqualified_disc-position,fi_unqualified_focus-clearness,,,fundus_image_unqualifiedfi_unqualified_disc-positionfi_unqualified_focus-clearnessnannan,0,1,1,0,1,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/15091883-20191128-R_191128151511359.1076358.21408_075.png,TRUE
2937,1301188-20150126-R_150205112136812._093.jpg,xux,fundus_image_unqualified,fi_unqualified_focus-clearness,,,,fundus_image_unqualifiedfi_unqualified_focus-clearnessnannannan,0,1,0,0,1,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301188-20150126-R_150205112136812._093.png,TRUE
1721,1427102-20171010-R_171010143629218._190.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,,,,fundus_image_unqualifiedfi_unqualified_readable-rangenannannan,0,1,0,0,0,1,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1427102-20171010-R_171010143629218._190.png,TRUE
1341,17071264-20191119-L_1.2.276.0.75.2.1.20.0.3.191119154228812.1076358.17456_075.jpg,xux,fundus_image_unqualified,fi_unqualified_others,fi_unqualified_readable-range,,,fundus_image_unqualifiedfi_unqualified_othersfi_unqualified_readable-rangenannan,0,1,0,0,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/17071264-20191119-L_1.2.276.0.75.2.1.20.0.3.191119154228812.1076358.17456_075.png,TRUE
2112,1000093476-20191128-_1.2.276.0.75.2.1.20.0.3.191128081534684.1195722.14357_013.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,fi_unqualified_focus-clearness,,,fundus_image_unqualifiedfi_unqualified_readable-rangefi_unqualified_focus-clearnessnannan,0,1,0,0,1,1,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1000093476-20191128-_1.2.276.0.75.2.1.20.0.3.191128081534684.1195722.14357_013.png,TRUE
1669,14002257-20150119-L_150119095224093_100.jpg,xux,fundus_image_unqualified,fi_unqualified_others,fi_unqualified_focus-clearness,,,fundus_image_unqualifiedfi_unqualified_othersfi_unqualified_focus-clearnessnannan,0,1,0,0,1,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/14002257-20150119-L_150119095224093_100.png,TRUE
2263,1301133-20181210-R_190716182355687._139.jpg,xux,fundus_image_unqualified,fi_unqualified_others,fi_unqualified_readable-range,fi_unqualified_focus-clearness,,fundus_image_unqualifiedfi_unqualified_othersfi_unqualified_readable-rangefi_unqualified_focus-clearnessnan,0,1,0,0,1,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301133-20181210-R_190716182355687._139.png,TRUE
1418,1301043-20170615-L_170615101722078._116.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301043-20170615-L_170615101722078._116.png,TRUE
649,1301194-20160615-R_160615163632156._126.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301194-20160615-R_160615163632156._126.png,TRUE
1698,1301043-20170315-L_170315152449765._132.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301043-20170315-L_170315152449765._132.png,TRUE
2133,86175489-20180130-R_180130143544718_010.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,,,,fundus_image_unqualifiedfi_unqualified_readable-rangenannannan,0,1,0,0,0,1,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86175489-20180130-R_180130143544718_010.png,TRUE
2374,14000302-20150506-R_150506093852578_033.jpg,xux,fundus_image_unqualified,fi_unqualified_others,,,,fundus_image_unqualifiedfi_unqualified_othersnannannan,0,1,0,0,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/14000302-20150506-R_150506093852578_033.png,TRUE
533,86184075-20190717-R_1.2.276.0.75.2.1.20.0.3.190717094624593.1076358.9958_179.jpg,xux,fundus_image_unqualified,fi_unqualified_focus-clearness,fi_unqualified_readable-range,fi_unqualified_others,,fundus_image_unqualifiedfi_unqualified_focus-clearnessfi_unqualified_readable-rangefi_unqualified_othersnan,0,1,0,0,1,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86184075-20190717-R_1.2.276.0.75.2.1.20.0.3.190717094624593.1076358.9958_179.png,TRUE
2371,1301218-20140314-R_140321150919015._181.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301218-20140314-R_140321150919015._181.png,TRUE
3269,86162163-20161021-L_161021144820109_054.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_readable-rangefi_unqualified_othersnannan,0,1,0,0,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86162163-20161021-L_161021144820109_054.png,TRUE
2639,14002255-20170623-R_170623103038593_149.jpg,xux,fundus_image_unqualified,fi_unqualified_others,fi_unqualified_readable-range,,,fundus_image_unqualifiedfi_unqualified_othersfi_unqualified_readable-rangenannan,0,1,0,0,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/14002255-20170623-R_170623103038593_149.png,TRUE
2559,1301163-20150824-L_150824105731343._087.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_readable-rangefi_unqualified_othersnannan,0,1,0,0,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301163-20150824-L_150824105731343._087.png,TRUE
3184,86186619-20191227-L_1.2.276.0.75.2.1.20.0.3.191227151826656.1076358.7514_067.jpg,xux,fundus_image_unqualified,fi_unqualified_focus-clearness,fi_unqualified_readable-range,,,fundus_image_unqualifiedfi_unqualified_focus-clearnessfi_unqualified_readable-rangenannan,0,1,0,0,1,1,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86186619-20191227-L_1.2.276.0.75.2.1.20.0.3.191227151826656.1076358.7514_067.png,TRUE
3536,1301281-20170322-L_170322111904593._084.jpg,xux,fundus_image_unqualified,fi_unqualified_focus-clearness,,,,fundus_image_unqualifiedfi_unqualified_focus-clearnessnannannan,0,1,0,0,1,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301281-20170322-L_170322111904593._084.png,TRUE
1987,86171132-20190731-R_190731143417359_198.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,,,,fundus_image_unqualifiedfi_unqualified_readable-rangenannannan,0,1,0,0,0,1,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86171132-20190731-R_190731143417359_198.png,TRUE
1784,1301078-20160420-L_160420111350656._107.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301078-20160420-L_160420111350656._107.png,TRUE
5,86178551-20180810-L_180810163411015_167.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_readable-rangefi_unqualified_othersnannan,0,1,0,0,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86178551-20180810-L_180810163411015_167.png,TRUE
1916,13011004-20180314-R_180314145100812_087.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/13011004-20180314-R_180314145100812_087.png,TRUE
2412,19120017-20191122-L_1.2.276.0.75.2.1.20.0.3.191122110234938.1215738.9918_096.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_readable-rangefi_unqualified_othersnannan,0,1,0,0,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/19120017-20191122-L_1.2.276.0.75.2.1.20.0.3.191122110234938.1215738.9918_096.png,TRUE
1126,13011083-20180813-L_180813105900796_091.jpg,xux,fundus_image_unqualified,fi_unqualified_focus-clearness,,,,fundus_image_unqualifiedfi_unqualified_focus-clearnessnannannan,0,1,0,0,1,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/13011083-20180813-L_180813105900796_091.png,TRUE
54,13011038-20171023-R_171024145142031_148.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_readable-rangefi_unqualified_othersnannan,0,1,0,0,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/13011038-20171023-R_171024145142031_148.png,TRUE
1082,86174519-20181113-L_181113144255109_064.jpg,xux,fundus_image_unqualified,fi_unqualified_macular-position,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_macular-positionfi_unqualified_othersnannan,0,1,0,1,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86174519-20181113-L_181113144255109_064.png,TRUE
3075,14001013-20140528-R_14052814584859_045.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/14001013-20140528-R_14052814584859_045.png,TRUE
403,18010151-20190716-R_1.2.276.0.75.2.1.20.0.3.190716103032921.1076358.16421_094.jpg,xux,fundus_image_unqualified,fi_unqualified_others,fi_unqualified_readable-range,,,fundus_image_unqualifiedfi_unqualified_othersfi_unqualified_readable-rangenannan,0,1,0,0,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/18010151-20190716-R_1.2.276.0.75.2.1.20.0.3.190716103032921.1076358.16421_094.png,TRUE
1631,1301076-20191211-L_1.2.276.0.75.2.1.20.0.3.191211100215312.1076358.32389_014.jpg,xux,fundus_image_unqualified,fi_unqualified_macular-position,,,,fundus_image_unqualifiedfi_unqualified_macular-positionnannannan,0,1,0,1,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301076-20191211-L_1.2.276.0.75.2.1.20.0.3.191211100215312.1076358.32389_014.png,TRUE
2153,86179041-20180928-R_180928150956843_168.jpg,xux,fundus_image_unqualified,fi_unqualified_focus-clearness,fi_unqualified_macular-position,,,fundus_image_unqualifiedfi_unqualified_focus-clearnessfi_unqualified_macular-positionnannan,0,1,0,1,1,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86179041-20180928-R_180928150956843_168.png,TRUE
138,15092108-20191126-R_191126151352931.1215738.31920_075.jpg,xux,fundus_image_unqualified,fi_unqualified_disc-position,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_disc-positionfi_unqualified_othersnannan,0,1,1,0,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/15092108-20191126-R_191126151352931.1215738.31920_075.png,TRUE
2601,1301271-20150717-L_151016100819687._024.jpg,xux,fundus_image_unqualified,fi_unqualified_others,,,,fundus_image_unqualifiedfi_unqualified_othersnannannan,0,1,0,0,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301271-20150717-L_151016100819687._024.png,TRUE
645,1301174-20181011-L_181011093422421._133.jpg,xux,fundus_image_unqualified,fi_unqualified_others,fi_unqualified_macular-position,,,fundus_image_unqualifiedfi_unqualified_othersfi_unqualified_macular-positionnannan,0,1,0,1,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301174-20181011-L_181011093422421._133.png,TRUE
1342,1301037-20150316-L_170316111156843._160.jpg,xux,fundus_image_unqualified,fi_unqualified_macular-position,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_macular-positionfi_unqualified_othersnannan,0,1,0,1,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301037-20150316-L_170316111156843._160.png,TRUE
3398,1427199-20150911-L_150911114018453._011.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1427199-20150911-L_150911114018453._011.png,TRUE
283,14001010-20140528-L_140528125142265_190.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/14001010-20140528-L_140528125142265_190.png,TRUE
1135,1427102-20150202-R_150202162844843_025.jpg,xux,fundus_image_unqualified,fi_unqualified_others,,,,fundus_image_unqualifiedfi_unqualified_othersnannannan,0,1,0,0,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1427102-20150202-R_150202162844843_025.png,TRUE
1046,1301080-20151023-L_151023100054609._123.jpg,xux,fundus_image_unqualified,fi_unqualified_focus-clearness,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_focus-clearnessfi_unqualified_othersnannan,0,1,0,0,1,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301080-20151023-L_151023100054609._123.png,TRUE
402,15091467-20191202-R_191202111154389.1215738.19226_037.jpg,xux,fundus_image_unqualified,fi_unqualified_disc-position,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_disc-positionfi_unqualified_othersnannan,0,1,1,0,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/15091467-20191202-R_191202111154389.1215738.19226_037.png,TRUE
1746,1301261-20171121-L_171121094208147_200.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301261-20171121-L_171121094208147_200.png,TRUE
3387,86186437-20191213-L_1.2.276.0.75.2.1.20.0.3.191213105541195.1215738.28541_051.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_readable-rangefi_unqualified_othersnannan,0,1,0,0,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86186437-20191213-L_1.2.276.0.75.2.1.20.0.3.191213105541195.1215738.28541_051.png,TRUE
2002,1301008-20140317-R_140318144452875._015.jpg,xux,fundus_image_unqualified,fi_unqualified_others,fi_unqualified_readable-range,,,fundus_image_unqualifiedfi_unqualified_othersfi_unqualified_readable-rangenannan,0,1,0,0,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301008-20140317-R_140318144452875._015.png,TRUE
348,17011007-20170413-R_170413100326265_050.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,,,,fundus_image_unqualifiedfi_unqualified_readable-rangenannannan,0,1,0,0,0,1,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/17011007-20170413-R_170413100326265_050.png,TRUE
1570,15093022-20191125-L_191125175414738.1215738.22572_109.jpg,xux,fundus_image_unqualified,fi_unqualified_disc-position,fi_unqualified_others,fi_unqualified_macular-position,,fundus_image_unqualifiedfi_unqualified_disc-positionfi_unqualified_othersfi_unqualified_macular-positionnan,0,1,1,1,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/15093022-20191125-L_191125175414738.1215738.22572_109.png,TRUE
2382,14005234-20160111-L_160111135022656_146.jpg,xux,fundus_image_unqualified,fi_unqualified_others,,,,fundus_image_unqualifiedfi_unqualified_othersnannannan,0,1,0,0,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/14005234-20160111-L_160111135022656_146.png,TRUE
728,1301203-20170526-R_170526114601421_133.jpg,xux,fundus_image_unqualified,fi_unqualified_disc-position,,,,fundus_image_unqualifiedfi_unqualified_disc-positionnannannan,0,1,1,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301203-20170526-R_170526114601421_133.png,TRUE
2942,86179002-20181106-L_181106150013734_009.jpg,xux,fundus_image_unqualified,fi_unqualified_macular-position,,,,fundus_image_unqualifiedfi_unqualified_macular-positionnannannan,0,1,0,1,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86179002-20181106-L_181106150013734_009.png,TRUE
60,13011127-20200407-L_200407112441265.1076358.12910_040.jpg,xux,fundus_image_unqualified,fi_unqualified_disc-position,,,,fundus_image_unqualifiedfi_unqualified_disc-positionnannannan,0,1,1,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/13011127-20200407-L_200407112441265.1076358.12910_040.png,TRUE
799,86186156-20191122-R_1.2.276.0.75.2.1.20.0.3.191122093555625.1076358.21756_167.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_readable-rangefi_unqualified_othersnannan,0,1,0,0,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86186156-20191122-R_1.2.276.0.75.2.1.20.0.3.191122093555625.1076358.21756_167.png,TRUE
1241,1301239-20180619-R_180619085735843._028.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301239-20180619-R_180619085735843._028.png,TRUE
1362,86171728-20181106-L_181106141302359_030.jpg,xux,fundus_image_unqualified,fi_unqualified_macular-position,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_macular-positionfi_unqualified_othersnannan,0,1,0,1,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86171728-20181106-L_181106141302359_030.png,TRUE
1296,14001336-20180627-R_180627101610171_150.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_readable-rangefi_unqualified_othersnannan,0,1,0,0,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/14001336-20180627-R_180627101610171_150.png,TRUE
569,86173809-20170719-L_170719144817140_164.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86173809-20170719-L_170719144817140_164.png,TRUE
1194,86174039-20170804-L_170804140815609_020.jpg,xux,fundus_image_unqualified,fi_unqualified_focus-clearness,fi_unqualified_readable-range,fi_unqualified_others,,fundus_image_unqualifiedfi_unqualified_focus-clearnessfi_unqualified_readable-rangefi_unqualified_othersnan,0,1,0,0,1,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86174039-20170804-L_170804140815609_020.png,TRUE
761,18060082-20180918-R_180918103451781_053.jpg,xux,fundus_image_unqualified,fi_unqualified_macular-position,,,,fundus_image_unqualifiedfi_unqualified_macular-positionnannannan,0,1,0,1,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/18060082-20180918-R_180918103451781_053.png,TRUE
1477,1427171-20180522-R_180522101855812._113.jpg,xux,fundus_image_unqualified,fi_unqualified_macular-position,,,,fundus_image_unqualifiedfi_unqualified_macular-positionnannannan,0,1,0,1,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1427171-20180522-R_180522101855812._113.png,TRUE
2025,13011037-20171025-L_171025095441359_049.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,,,,fundus_image_unqualifiedfi_unqualified_readable-rangenannannan,0,1,0,0,0,1,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/13011037-20171025-L_171025095441359_049.png,TRUE
1751,14004129-20180102-L_180102143435312_109.jpg,xux,fundus_image_unqualified,fi_unqualified_macular-position,fi_unqualified_focus-clearness,,,fundus_image_unqualifiedfi_unqualified_macular-positionfi_unqualified_focus-clearnessnannan,0,1,0,1,1,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/14004129-20180102-L_180102143435312_109.png,TRUE
1288,1301020-20151110-R_151110111259125._110.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301020-20151110-R_151110111259125._110.png,TRUE
3283,1301133-20150611-R_150911111530750._056.jpg,xux,fundus_image_unqualified,fi_unqualified_focus-clearness,,,,fundus_image_unqualifiedfi_unqualified_focus-clearnessnannannan,0,1,0,0,1,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301133-20150611-R_150911111530750._056.png,TRUE
80,15091574-20191205-R_191205115628578.1215738.20716_050.jpg,xux,fundus_image_unqualified,fi_unqualified_disc-position,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_disc-positionfi_unqualified_othersnannan,0,1,1,0,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/15091574-20191205-R_191205115628578.1215738.20716_050.png,TRUE
2233,2000017858-20191128-_1.2.276.0.75.2.1.20.0.3.191128073653572.1195722.23814_037.jpg,xux,fundus_image_unqualified,fi_unqualified_macular-position,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_macular-positionfi_unqualified_othersnannan,0,1,0,1,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/2000017858-20191128-_1.2.276.0.75.2.1.20.0.3.191128073653572.1195722.23814_037.png,TRUE
84,18060088-20181119-L_181119144502953_185.jpg,xux,fundus_image_unqualified,fi_unqualified_macular-position,,,,fundus_image_unqualifiedfi_unqualified_macular-positionnannannan,0,1,0,1,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/18060088-20181119-L_181119144502953_185.png,TRUE
2794,1301097-20151202-L_151202111208015._083.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301097-20151202-L_151202111208015._083.png,TRUE
1149,14004067-20150929-L_150929145125359_180.jpg,xux,fundus_image_unqualified,fi_unqualified_macular-position,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_macular-positionfi_unqualified_othersnannan,0,1,0,1,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/14004067-20150929-L_150929145125359_180.png,TRUE
447,2000017910-20191129-_1.2.276.0.75.2.1.20.0.3.191129084222475.1195722.17861_042.jpg,xux,fundus_image_unqualified,fi_unqualified_others,fi_unqualified_readable-range,,,fundus_image_unqualifiedfi_unqualified_othersfi_unqualified_readable-rangenannan,0,1,0,0,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/2000017910-20191129-_1.2.276.0.75.2.1.20.0.3.191129084222475.1195722.17861_042.png,TRUE
448,1427171-20150515-L_150515165609375._108.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_readable-rangefi_unqualified_othersnannan,0,1,0,0,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1427171-20150515-L_150515165609375._108.png,TRUE
2645,86177305-20180424-L_180424150614062_134.jpg,xux,fundus_image_unqualified,fi_unqualified_others,fi_unqualified_readable-range,,,fundus_image_unqualifiedfi_unqualified_othersfi_unqualified_readable-rangenannan,0,1,0,0,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86177305-20180424-L_180424150614062_134.png,TRUE
2925,1612003-20150213-L_150213151344468._060.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1612003-20150213-L_150213151344468._060.png,TRUE
1658,14001233-20140714-L_140714153735234_001.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/14001233-20140714-L_140714153735234_001.png,TRUE
934,1301076-20151217-L_160308112758765._098.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301076-20151217-L_160308112758765._098.png,TRUE
1624,18080033-20150814-L_15081414541373_012.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,,,,fundus_image_unqualifiedfi_unqualified_readable-rangenannannan,0,1,0,0,0,1,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/18080033-20150814-L_15081414541373_012.png,TRUE
586,1301205-20200106-L_200106153636781.1076358.22423_025.jpg,xux,fundus_image_unqualified,fi_unqualified_disc-position,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_disc-positionfi_unqualified_othersnannan,0,1,1,0,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301205-20200106-L_200106153636781.1076358.22423_025.png,TRUE
866,18140044-20191224-R_1.2.276.0.75.2.1.20.0.3.191224104639718.1076358.6086_088.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_readable-rangefi_unqualified_othersnannan,0,1,0,0,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/18140044-20191224-R_1.2.276.0.75.2.1.20.0.3.191224104639718.1076358.6086_088.png,TRUE
907,17011016-20180314-R_180314142034187_162.jpg,xux,fundus_image_unqualified,fi_unqualified_macular-position,,,,fundus_image_unqualifiedfi_unqualified_macular-positionnannannan,0,1,0,1,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/17011016-20180314-R_180314142034187_162.png,TRUE
